ITEM   , LEN_P , LEN_L ,   N   ,   PN   ,  AOA  ,  AOA2  ,  IMG  ,  IMG2  
governess,6,9,0,0,NA,NA,NA,NA
governors,7,9,0,1,NA,NA,NA,NA
gown,3,4,4,9,NA,410,578,580
gowns,4,5,2,6,NA,NA,NA,NA
gradation,7,9,0,1,NA,NA,NA,NA
gradations,8,10,0,1,NA,NA,NA,NA
grades,5,6,8,10,NA,NA,NA,NA
gradient,8,8,0,2,NA,NA,NA,NA
grads,NA,5,6,NA,NA,NA,NA,NA
graduates,9,9,1,0,NA,NA,NA,NA
graffiti,7,8,0,0,NA,598,NA,455
grain,4,5,5,20,376,NA,478,NA
grains,5,6,4,16,NA,NA,NA,NA
gram,4,4,7,12,NA,NA,NA,NA
grams,5,5,4,7,NA,NA,NA,NA
gran,4,4,4,9,NA,NA,NA,NA
grandbaby,NA,9,0,NA,NA,NA,NA,NA
grands,6,6,4,6,NA,NA,NA,NA
grape,4,5,8,15,297,NA,591,NA
grapes,5,6,9,9,NA,NA,NA,NA
graphs,5,6,1,4,NA,NA,NA,NA
gravitas,NA,8,0,NA,NA,NA,NA,NA
gravity,7,7,0,0,NA,NA,388,NA
greats,NA,6,2,NA,NA,NA,NA,NA
greaves,5,7,0,7,NA,NA,NA,NA
greenery,7,8,0,1,NA,NA,NA,NA
grid,4,4,5,9,NA,NA,NA,NA
gridiron,NA,8,0,NA,NA,NA,NA,NA
grids,5,5,3,4,NA,NA,NA,NA
grief,4,5,1,6,450,NA,480,NA
grievances,8,10,0,0,NA,NA,NA,NA
grille,4,6,1,14,NA,NA,NA,NA
grime,4,5,3,6,NA,NA,NA,NA
gro,NA,3,3,NA,NA,NA,NA,NA
groat,NA,5,3,NA,NA,NA,NA,NA
groceries,8,9,0,1,NA,NA,NA,NA
grocery,7,7,1,1,NA,NA,NA,NA
groin,4,5,3,4,NA,NA,516,NA
groins,NA,6,2,NA,NA,NA,NA,NA
groove,4,6,1,9,NA,NA,NA,NA
grooves,5,7,1,7,NA,NA,NA,NA
grouse,4,6,1,4,NA,NA,NA,NA
growth,4,6,0,7,378,NA,426,NA
growths,5,7,0,3,NA,NA,NA,NA
grubs,5,5,1,5,NA,NA,NA,NA
grum,NA,4,5,NA,NA,NA,NA,NA
grumblings,NA,10,0,NA,NA,NA,NA,NA
grunts,6,6,1,3,NA,NA,NA,NA
guarantor,8,9,0,1,NA,NA,NA,NA
guarantors,8,10,0,2,NA,NA,NA,NA
guardian,6,8,0,1,NA,NA,NA,NA
guardians,7,9,0,1,NA,NA,NA,NA
guarneri,NA,8,0,NA,NA,NA,NA,NA
guerrilla,6,9,0,1,NA,NA,NA,NA
guerrillas,7,10,0,2,NA,NA,NA,NA
guides,4,6,3,11,NA,NA,NA,NA
guilds,5,6,1,3,NA,NA,NA,NA
guile,3,5,4,20,NA,NA,NA,NA
guiles,NA,6,3,NA,NA,NA,NA,NA
guilt,4,5,4,11,433,469,250,NA
guise,3,5,2,19,NA,NA,NA,NA
guitarist,NA,9,0,NA,NA,NA,NA,NA
guitarists,NA,10,0,NA,NA,NA,NA,NA
gulfs,5,5,2,2,NA,NA,NA,NA
gulls,4,5,8,13,NA,NA,NA,NA
gums,4,4,8,12,NA,NA,NA,NA
guncotton,NA,9,0,NA,NA,NA,NA,NA
gunfighter,NA,10,0,NA,NA,NA,NA,NA
gunfire,7,7,0,0,NA,NA,NA,NA
gunnery,6,7,2,1,NA,NA,NA,NA
gunnysack,NA,9,0,NA,NA,NA,NA,NA
gunnysacks,NA,10,0,NA,NA,NA,NA,NA
gunpowder,8,9,0,0,NA,NA,NA,NA
gunrunner,NA,9,0,NA,NA,NA,NA,NA
gurr,NA,4,3,NA,NA,NA,NA,NA
gust,4,4,9,13,NA,NA,456,NA
gusts,5,5,5,7,NA,NA,NA,NA
guts,4,4,10,12,NA,NA,NA,NA
guttering,7,9,2,3,NA,NA,NA,NA
guzzlers,NA,8,0,NA,NA,NA,NA,NA
gym,3,3,2,10,NA,NA,613,NA
gymnastics,10,10,0,1,NA,NA,562,NA
gyms,NA,4,2,NA,NA,NA,NA,NA
gyration,NA,8,0,NA,NA,NA,NA,NA
gyrations,8,9,0,0,NA,NA,NA,NA
gyroscope,NA,9,0,NA,NA,NA,NA,NA
habitat,7,7,0,1,NA,NA,NA,NA
habitats,8,8,0,1,NA,NA,NA,NA
hackberry,NA,9,0,NA,NA,NA,NA,NA
hafnium,NA,7,0,NA,NA,NA,NA,NA
hairs,3,5,4,24,NA,NA,NA,NA
hake,3,4,15,22,NA,NA,NA,NA
halibut,7,7,0,0,NA,NA,NA,NA
halloween,NA,9,0,NA,NA,NA,NA,NA
halls,4,5,9,21,NA,NA,NA,NA
halogen,NA,7,0,NA,NA,NA,NA,NA
hamburgers,8,10,0,1,NA,NA,NA,NA
hames,NA,5,7,NA,NA,NA,NA,NA
hammerlock,NA,10,0,NA,NA,NA,NA,NA
hams,4,4,9,15,NA,NA,NA,NA
handedness,NA,10,0,NA,NA,NA,NA,NA
handicap,8,8,0,1,NA,NA,NA,NA
handicaps,9,9,0,1,NA,NA,NA,NA
handicraft,10,10,0,0,NA,NA,NA,NA
handiwork,8,9,0,0,NA,NA,NA,NA
handlebar,8,9,0,1,NA,NA,NA,NA
handlebars,8,10,0,1,NA,NA,NA,NA
handover,NA,8,1,NA,NA,NA,NA,NA
handymen,NA,8,1,NA,NA,NA,NA,NA
hangover,7,8,0,1,NA,NA,NA,NA
hangovers,7,9,0,1,NA,NA,NA,NA
happenings,7,10,0,0,NA,NA,NA,NA
harasser,NA,8,1,NA,NA,NA,NA,NA
harassers,NA,9,0,NA,NA,NA,NA,NA
harassment,9,10,0,0,NA,NA,NA,NA
harbingers,NA,10,0,NA,NA,NA,NA,NA
hardcover,NA,9,0,NA,NA,NA,NA,NA
hardliner,NA,9,0,NA,NA,NA,NA,NA
hardliners,NA,10,0,NA,NA,NA,NA,NA
hares,3,5,12,24,NA,NA,NA,NA
harlequin,8,9,0,1,NA,NA,NA,NA
harmonics,8,9,2,1,NA,NA,NA,NA
harmonies,7,9,1,2,NA,NA,NA,NA
harn,NA,4,13,NA,NA,NA,NA,NA
harnesses,7,9,1,1,NA,NA,NA,NA
harp,3,4,7,18,NA,NA,621,NA
harvester,8,9,1,1,NA,NA,NA,NA
harvesters,8,10,0,1,NA,NA,NA,NA
hatchery,NA,8,0,NA,NA,NA,NA,NA
hats,4,4,16,18,NA,NA,NA,NA
hattery,NA,7,1,NA,NA,NA,NA,NA
hawaiians,NA,9,0,NA,NA,NA,NA,NA
haymaker,NA,8,0,NA,NA,NA,NA,NA
haymakers,NA,9,0,NA,NA,NA,NA,NA
hazelnut,NA,8,0,NA,NA,NA,NA,NA
hazelnuts,NA,9,0,NA,NA,NA,NA,NA
headhunter,NA,10,0,NA,NA,NA,NA,NA
headliner,NA,9,2,NA,NA,NA,NA,NA
headliners,NA,10,0,NA,NA,NA,NA,NA
headmaster,9,10,0,0,NA,352,NA,639
headwater,NA,9,0,NA,NA,NA,NA,NA
headwaters,NA,10,0,NA,NA,NA,NA,NA
heaps,4,5,7,12,NA,NA,NA,NA
hearth,3,6,4,14,NA,NA,NA,NA
hearths,4,7,0,3,NA,NA,NA,NA
hearts,4,6,2,15,NA,NA,NA,NA
heats,4,5,10,12,NA,NA,NA,NA
heaves,4,6,4,11,NA,NA,NA,NA
heels,4,5,6,18,NA,NA,NA,NA
height,3,6,1,25,294,NA,472,NA
heights,4,7,1,19,NA,NA,NA,NA
heir,2,4,3,19,533,NA,295,NA
heiresses,6,9,0,0,NA,NA,NA,NA
heirs,2,5,2,21,NA,NA,NA,NA
helium,5,6,0,0,NA,NA,NA,NA
hematite,NA,8,0,NA,NA,NA,NA,NA
hemisphere,8,10,0,0,NA,NA,NA,NA
hemp,4,4,4,5,NA,NA,NA,NA
hems,4,4,6,11,NA,NA,NA,NA
hens,4,4,7,11,NA,NA,NA,NA
heraldry,NA,8,0,NA,NA,NA,NA,NA
herbalists,9,10,0,0,NA,NA,NA,NA
herbs,4,5,2,7,NA,NA,NA,NA
herds,4,5,2,14,NA,NA,NA,NA
heresy,6,6,1,1,628,NA,329,NA
heretic,7,7,0,1,NA,NA,NA,NA
heretics,8,8,0,1,NA,NA,NA,NA
heritage,7,8,0,0,NA,NA,NA,NA
herl,NA,4,9,NA,NA,NA,NA,NA
hermitage,7,9,0,0,NA,NA,NA,NA
hernia,5,6,0,1,700,NA,365,NA
heroics,NA,7,0,NA,NA,NA,NA,NA
heroine,6,7,0,1,NA,NA,NA,NA
heroines,7,8,0,2,NA,NA,NA,NA
hertz,4,5,0,10,NA,NA,NA,NA
hiatus,6,6,0,0,NA,NA,NA,NA
hibachi,NA,7,0,NA,NA,NA,NA,NA
hideaway,NA,8,0,NA,NA,NA,NA,NA
hieroglyph,NA,10,0,NA,NA,NA,NA,NA
highflier,NA,9,0,NA,NA,NA,NA,NA
highlander,NA,10,0,NA,NA,NA,NA,NA
highs,3,5,1,29,NA,NA,NA,NA
hijacker,NA,8,1,NA,NA,NA,NA,NA
hijackers,7,9,0,0,NA,NA,NA,NA
hijackings,NA,10,0,NA,NA,NA,NA,NA
hikes,4,5,7,12,NA,NA,NA,NA
hilt,4,4,9,13,NA,NA,NA,NA
hindrances,NA,10,0,NA,NA,NA,NA,NA
hinge,4,5,2,4,NA,NA,NA,NA
hinterland,9,10,0,0,NA,NA,NA,NA
hips,4,4,11,20,NA,NA,NA,NA
histories,8,9,0,2,NA,NA,NA,NA
hive,3,4,10,16,319,NA,554,NA
hives,4,5,10,13,NA,NA,NA,NA
hob,3,3,15,16,NA,NA,NA,NA
hobbyist,NA,8,0,NA,NA,NA,NA,NA
hobbyists,NA,9,1,NA,NA,NA,NA,NA
hobs,NA,4,12,NA,NA,NA,NA,NA
hoch,NA,4,2,NA,NA,NA,NA,NA
hogs,4,4,12,11,NA,NA,NA,NA
hoists,NA,6,0,NA,NA,NA,NA,NA
hollyhocks,8,10,0,1,NA,NA,NA,NA
holmium,NA,7,0,NA,NA,NA,NA,NA
holocausts,NA,10,0,NA,NA,NA,NA,NA
homemakers,NA,10,0,NA,NA,NA,NA,NA
homeowners,NA,10,0,NA,NA,NA,NA,NA
homicides,8,9,0,1,NA,NA,NA,NA
homilies,7,8,0,1,NA,NA,NA,NA
hominid,NA,7,0,NA,NA,NA,NA,NA
hominy,NA,6,2,NA,NA,NA,NA,NA
homonym,NA,7,0,NA,NA,NA,NA,NA
hondurans,NA,9,0,NA,NA,NA,NA,NA
honeymoons,NA,10,0,NA,NA,NA,NA,NA
honoree,NA,7,0,NA,NA,NA,NA,NA
hooligans,8,9,0,1,NA,NA,NA,NA
hoolihan,NA,8,1,NA,NA,NA,NA,NA
hooperman,NA,9,0,NA,NA,NA,NA,NA
hoops,4,5,6,11,NA,NA,NA,NA
hooves,4,6,1,6,NA,NA,NA,NA
hops,4,4,9,15,NA,NA,NA,NA
horde,3,5,1,28,NA,NA,NA,NA
hordes,4,6,1,16,NA,NA,NA,NA
horizon,6,7,0,1,NA,NA,NA,NA
horizons,7,8,0,1,NA,NA,NA,NA
horns,4,5,2,16,NA,NA,NA,NA
horoscope,8,9,0,1,NA,NA,NA,NA
horoscopes,9,10,0,1,NA,NA,NA,NA
hospitals,8,9,0,1,NA,NA,NA,NA
hostages,8,8,0,0,NA,NA,NA,NA
hostesses,8,9,0,0,NA,NA,NA,NA
hosts,5,5,4,8,NA,NA,NA,NA
hote,NA,4,13,NA,NA,NA,NA,NA
hotelier,NA,8,0,NA,NA,NA,NA,NA
hots,NA,4,12,NA,NA,NA,NA,NA
hounds,5,6,6,9,NA,NA,NA,NA
hovercraft,9,10,0,0,NA,NA,NA,NA
howitzers,7,9,0,0,NA,NA,NA,NA
hubs,NA,4,10,NA,NA,NA,NA,NA
hucks,NA,5,11,NA,NA,NA,NA,NA
hues,4,4,6,14,NA,NA,NA,NA
huguenot,NA,8,0,NA,NA,NA,NA,NA
hulks,5,5,4,4,NA,NA,NA,NA
hulls,4,5,9,13,NA,NA,NA,NA
humanist,9,8,1,1,NA,NA,NA,NA
humanists,10,9,0,1,NA,NA,NA,NA
humanness,NA,9,0,NA,NA,NA,NA,NA
humerus,NA,7,0,NA,NA,NA,NA,NA
humidor,NA,7,0,NA,NA,NA,NA,NA
humorist,NA,8,0,NA,NA,NA,NA,NA
humorists,NA,9,0,NA,NA,NA,NA,NA
hurdler,NA,7,1,NA,NA,NA,NA,NA
hurricane,7,9,0,1,NA,NA,608,NA
hurricanes,8,10,0,1,NA,NA,NA,NA
husbandry,9,9,0,0,NA,NA,NA,NA
husks,5,5,5,5,NA,NA,NA,NA
huss,NA,4,10,NA,NA,NA,NA,NA
hut,3,3,18,28,NA,NA,560,NA
huts,4,4,11,16,NA,NA,NA,NA
hyacinth,7,8,0,1,NA,NA,NA,NA
hyacinths,8,9,0,1,NA,NA,NA,NA
hydration,NA,9,0,NA,NA,NA,NA,NA
hydraulics,NA,10,0,NA,NA,NA,NA,NA
hydrazine,NA,9,0,NA,NA,NA,NA,NA
hydrogen,8,8,0,0,NA,NA,NA,NA
hydroxide,NA,9,0,NA,NA,NA,NA,NA
hyenas,6,6,0,1,NA,NA,NA,NA
hygienist,NA,9,0,NA,NA,NA,NA,NA
hygienists,NA,10,0,NA,NA,NA,NA,NA
hymn,3,4,0,18,276,NA,399,NA
hymns,4,5,0,12,NA,NA,NA,NA
hype,NA,4,2,NA,NA,NA,NA,NA
hypes,NA,5,2,NA,NA,NA,NA,NA
hypnosis,8,8,0,0,NA,NA,NA,NA
hypnotics,NA,9,0,NA,NA,NA,NA,NA
hypnotist,9,9,1,0,NA,NA,NA,NA
hypocrites,9,10,0,1,NA,NA,NA,NA
hysterics,9,9,0,0,NA,NA,NA,NA
icebreaker,NA,10,0,NA,NA,NA,NA,NA
icicles,6,7,0,1,NA,NA,NA,NA
idea,3,4,0,2,317,348,220,NA
ideas,4,5,1,3,NA,NA,NA,NA
idiom,4,5,1,2,NA,NA,341,NA
idioms,5,6,1,1,NA,NA,NA,NA
idiots,5,6,1,1,NA,NA,NA,NA
idleness,6,8,0,0,503,NA,332,NA
ifs,NA,3,1,NA,NA,NA,NA,NA
ignition,6,8,0,0,500,NA,466,NA
ignorance,8,9,0,1,NA,485,386,NA
iguana,6,6,0,1,NA,595,NA,451
iguanas,7,7,0,1,NA,NA,NA,NA
ilk,3,3,3,5,NA,NA,NA,NA
illnesses,7,9,0,0,NA,NA,NA,NA
ills,3,4,0,20,NA,NA,NA,NA
illusion,5,8,1,3,542,NA,396,NA
illusions,6,9,1,3,NA,NA,NA,NA
imagery,7,7,0,0,NA,NA,NA,NA
images,6,6,0,1,NA,NA,NA,NA
imbalance,8,9,0,0,NA,NA,NA,NA
imbeciles,NA,9,0,NA,NA,NA,NA,NA
imbroglio,NA,9,0,NA,NA,NA,NA,NA
immersion,5,9,0,2,NA,NA,NA,NA
immigrants,9,10,0,1,NA,NA,NA,NA
imminence,7,9,0,2,NA,NA,NA,NA
impairment,8,10,0,0,NA,NA,NA,NA
impala,6,6,0,0,NA,NA,NA,NA
impassion,NA,9,0,NA,NA,NA,NA,NA
impatience,7,10,0,1,425,NA,413,NA
impatiens,NA,9,1,NA,NA,NA,NA,NA
impetus,7,7,0,0,644,NA,272,NA
implosion,NA,9,0,NA,NA,NA,NA,NA
importance,7,10,0,1,406,NA,347,NA
importer,7,8,1,1,NA,NA,NA,NA
importers,7,9,0,1,NA,NA,NA,NA
imposter,NA,8,2,NA,NA,NA,NA,NA
impostor,8,8,0,0,NA,NA,NA,NA
impostors,NA,9,0,NA,NA,NA,NA,NA
impression,7,10,0,0,486,NA,313,NA
imprudence,NA,10,0,NA,NA,NA,NA,NA
impulses,8,8,0,0,NA,NA,NA,NA
inaction,6,8,0,0,589,NA,270,NA
inbreeding,NA,10,0,NA,NA,NA,NA,NA
incentive,8,9,1,2,NA,NA,NA,NA
incentives,9,10,0,1,NA,NA,NA,NA
inception,7,9,0,1,NA,NA,NA,NA
incidence,8,9,0,2,NA,NA,NA,NA
incident,8,8,0,2,458,NA,344,NA
incidents,9,9,0,2,NA,NA,NA,NA
incision,6,8,0,2,NA,NA,NA,NA
incisions,7,9,0,1,NA,NA,NA,NA
incisor,7,7,0,2,NA,NA,NA,NA
incisors,7,8,0,2,NA,NA,NA,NA
incitement,9,10,0,2,NA,NA,NA,NA
inclement,9,9,1,0,NA,NA,NA,NA
inclusion,7,9,0,0,NA,NA,NA,NA
inclusions,NA,10,0,NA,NA,NA,NA,NA
increment,9,9,1,1,NA,NA,NA,NA
increments,10,10,0,1,NA,NA,NA,NA
incumbents,10,10,0,1,NA,NA,NA,NA
incursion,6,9,0,3,664,NA,164,NA
incursions,7,10,0,1,NA,NA,NA,NA
indenture,NA,9,0,NA,NA,NA,NA,NA
indentures,NA,10,0,NA,NA,NA,NA,NA
indexer,NA,7,1,NA,NA,NA,NA,NA
indexes,NA,7,1,NA,NA,NA,NA,NA
indians,NA,7,0,NA,NA,NA,NA,NA
indices,7,7,1,0,NA,NA,NA,NA
indictment,9,10,0,1,NA,NA,NA,NA
indigents,NA,9,0,NA,NA,NA,NA,NA
inducement,10,10,0,0,NA,NA,336,NA
inductee,NA,8,0,NA,NA,NA,NA,NA
induction,7,9,0,0,NA,NA,NA,NA
inductor,NA,8,0,NA,NA,NA,NA,NA
indulgence,9,10,0,1,NA,NA,NA,NA
industries,9,10,0,1,NA,NA,NA,NA
industry,8,8,0,1,492,NA,499,NA
ineptness,NA,9,0,NA,NA,NA,NA,NA
inertia,5,7,0,0,NA,NA,NA,NA
inertness,NA,9,0,NA,NA,NA,NA,NA
infamy,6,6,0,0,NA,NA,NA,NA
infancy,7,7,0,0,NA,NA,NA,NA
infantry,8,8,0,1,475,NA,483,NA
infarction,NA,10,0,NA,NA,NA,NA,NA
infection,7,9,1,3,NA,434,487,NA
infections,8,10,2,2,NA,NA,NA,NA
inference,8,9,0,0,NA,NA,NA,NA
inferno,6,7,0,0,525,NA,572,NA
infidels,8,8,0,1,NA,NA,NA,NA
infielder,NA,9,0,NA,NA,NA,NA,NA
infielders,NA,10,0,NA,NA,NA,NA,NA
infighting,7,10,0,0,NA,NA,NA,NA
inflation,7,9,0,0,NA,NA,NA,NA
inflection,8,10,1,2,NA,NA,NA,NA
infliction,8,10,1,1,NA,NA,NA,NA
informant,8,9,0,1,NA,NA,NA,NA
informants,9,10,0,1,NA,NA,NA,NA
informer,7,8,1,1,NA,NA,NA,NA
informers,7,9,0,1,NA,NA,NA,NA
infraction,NA,10,0,NA,NA,NA,NA,NA
infuses,NA,7,1,NA,NA,NA,NA,NA
infusion,7,8,0,0,NA,NA,NA,NA
infusions,NA,9,0,NA,NA,NA,NA,NA
ingenue,NA,7,0,NA,NA,NA,NA,NA
ingestion,NA,9,0,NA,NA,NA,NA,NA
inhaler,NA,7,1,NA,NA,NA,NA,NA
inhalers,NA,8,0,NA,NA,NA,NA,NA
initials,6,8,0,2,NA,NA,NA,NA
injection,7,9,1,3,NA,NA,NA,NA
injections,8,10,1,2,NA,NA,NA,NA
injector,NA,8,0,NA,NA,NA,NA,NA
injectors,NA,9,0,NA,NA,NA,NA,NA
injunction,8,10,0,0,NA,NA,NA,NA
injuries,7,8,0,2,NA,NA,NA,NA
injury,6,6,1,2,NA,NA,551,NA
injustice,8,9,0,0,NA,NA,NA,NA
inks,4,4,2,8,NA,NA,NA,NA
innkeeper,7,9,0,0,NA,NA,NA,NA
innocence,7,9,0,0,478,NA,383,NA
innocents,7,9,0,1,NA,NA,NA,NA
inns,3,4,2,13,NA,NA,NA,NA
inpatient,NA,9,1,NA,NA,NA,NA,NA
inquirer,NA,8,2,NA,NA,NA,NA,NA
inquiry,8,7,1,2,483,NA,321,NA
ins,NA,3,3,NA,NA,NA,NA,NA
insertion,6,9,0,2,NA,NA,NA,NA
insider,7,7,1,2,NA,NA,NA,NA
insiders,7,8,0,2,NA,NA,NA,NA
insistence,9,10,0,1,556,NA,324,NA
insolence,8,9,1,2,511,NA,407,NA
inspection,8,10,0,0,NA,NA,NA,NA
inspector,9,9,0,1,NA,NA,NA,NA
inspectors,9,10,0,1,NA,NA,NA,NA
installers,NA,10,0,NA,NA,NA,NA,NA
instances,9,9,0,0,NA,NA,NA,NA
institutes,10,10,1,1,NA,NA,NA,NA
instructor,10,10,0,0,NA,445,551,NA
instrument,10,10,0,0,NA,379,521,552
insulin,8,7,0,0,NA,NA,NA,NA
insurers,7,8,0,0,NA,NA,NA,NA
insurgents,9,10,0,0,NA,NA,NA,NA
integer,NA,7,0,NA,NA,NA,NA,NA
integers,NA,8,0,NA,NA,NA,NA,NA
intellect,8,9,0,1,NA,NA,336,NA
intellects,9,10,0,1,NA,NA,NA,NA
intention,7,9,1,2,481,NA,286,NA
intentions,8,10,1,2,NA,NA,NA,NA
intercom,7,8,0,0,NA,NA,NA,NA
interfaith,NA,10,0,NA,NA,NA,NA,NA
interlude,7,9,0,1,NA,NA,NA,NA
interludes,8,10,0,1,NA,NA,NA,NA
internees,NA,9,0,NA,NA,NA,NA,NA
internist,NA,9,0,NA,NA,NA,NA,NA
internment,9,10,0,0,NA,NA,NA,NA
internship,NA,10,0,NA,NA,NA,NA,NA
interplay,7,9,0,0,NA,NA,NA,NA
interrupts,9,10,0,1,NA,NA,NA,NA
interval,6,8,1,1,NA,NA,NA,NA
intervals,7,9,0,1,NA,NA,NA,NA
interviews,8,10,0,1,NA,NA,NA,NA
intestine,8,9,0,1,NA,NA,NA,NA
intestines,9,10,0,1,NA,NA,NA,NA
introvert,8,9,0,0,NA,NA,NA,NA
intruder,8,8,2,1,NA,NA,NA,NA
intruders,8,9,0,1,NA,NA,NA,NA
intrusion,7,9,0,1,NA,NA,NA,NA
intrusions,8,10,0,1,NA,NA,NA,NA
intuit,7,6,0,0,NA,NA,NA,NA
invader,7,7,2,1,439,NA,419,NA
invaders,7,8,0,1,NA,NA,NA,NA
invalids,8,8,0,0,NA,NA,NA,NA
invasion,6,8,0,3,NA,NA,NA,NA
invasions,7,9,0,2,NA,NA,NA,NA
invective,8,9,1,1,NA,NA,NA,NA
invention,7,9,1,2,406,NA,408,NA
inventions,8,10,1,2,NA,NA,NA,NA
inventor,8,8,1,1,NA,NA,NA,NA
inventors,8,9,2,1,NA,NA,NA,NA
inversion,6,9,0,2,NA,NA,NA,NA
investment,10,10,0,0,NA,NA,NA,NA
investor,8,8,1,1,NA,NA,NA,NA
investors,8,9,1,1,NA,NA,NA,NA
invitee,NA,7,2,NA,NA,NA,NA,NA
invitees,NA,8,0,NA,NA,NA,NA,NA
invoices,7,8,0,0,NA,NA,NA,NA
iodide,NA,6,1,NA,NA,NA,NA,NA
iodine,5,6,0,0,558,NA,508,NA
iota,4,4,1,0,NA,NA,322,NA
iou,NA,3,3,NA,NA,NA,NA,NA
ire,3,3,4,13,NA,NA,NA,NA
irises,7,6,2,0,NA,NA,NA,NA
irishman,NA,8,0,NA,NA,NA,NA,NA
ironies,7,7,1,1,NA,NA,NA,NA
ironwood,NA,8,0,NA,NA,NA,NA,NA
irony,6,5,1,1,606,NA,293,NA
irritant,7,8,0,1,NA,NA,NA,NA
irritants,8,9,0,1,NA,NA,NA,NA
irs,NA,3,2,NA,NA,NA,NA,NA
islander,NA,8,0,NA,NA,NA,NA,NA
islanders,7,9,0,0,NA,NA,NA,NA
isle,2,4,1,20,473,NA,390,NA
isles,3,5,1,14,NA,NA,NA,NA
isotope,6,7,0,1,NA,NA,NA,NA
isotopes,7,8,0,1,NA,NA,NA,NA
israelis,NA,8,0,NA,NA,NA,NA,NA
issuance,NA,8,0,NA,NA,NA,NA,NA
italians,NA,8,0,NA,NA,NA,NA,NA
italics,NA,7,0,NA,NA,NA,NA,NA
ivory,5,5,0,3,NA,NA,529,NA
jade,3,4,4,13,572,NA,459,NA
jain,NA,4,9,NA,NA,NA,NA,NA
jalopy,6,6,0,0,NA,NA,NA,NA
jamaicans,NA,9,0,NA,NA,NA,NA,NA
jamb,NA,4,2,NA,NA,NA,NA,NA
jams,4,4,7,11,NA,NA,NA,NA
janitors,NA,8,0,NA,NA,NA,NA,NA
jars,3,4,10,11,NA,NA,NA,NA
jaunt,4,5,3,5,NA,NA,NA,NA
jaunts,NA,6,3,NA,NA,NA,NA,NA
javelin,6,7,0,0,NA,NA,NA,NA
jaws,3,4,7,22,NA,NA,NA,NA
jays,NA,4,13,NA,NA,NA,NA,NA
jealousies,7,10,0,1,NA,NA,NA,NA
jeans,4,5,4,6,NA,NA,NA,NA
jeep,3,4,7,8,413,NA,611,NA
jeeps,4,5,4,6,NA,NA,NA,NA
jellyfish,7,9,0,0,NA,NA,NA,NA
jesuits,NA,7,0,NA,NA,NA,NA,NA
jetliner,NA,8,0,NA,NA,NA,NA,NA
jetliners,NA,9,0,NA,NA,NA,NA,NA
jeweler,NA,7,0,NA,NA,NA,NA,NA
jewelers,NA,8,0,NA,NA,NA,NA,NA
jewellers,6,9,1,1,NA,NA,NA,NA
jewishness,NA,10,0,NA,NA,NA,NA,NA
jews,NA,4,6,NA,NA,NA,NA,NA
jib,3,3,8,10,NA,NA,NA,NA
jigs,4,4,7,9,NA,NA,NA,NA
joinery,6,7,1,0,NA,NA,NA,NA
joints,5,6,1,3,NA,NA,NA,NA
joist,NA,5,3,NA,NA,NA,NA,NA
joists,NA,6,1,NA,NA,NA,NA,NA
jojoba,NA,6,0,NA,NA,NA,NA,NA
joule,3,5,0,11,NA,NA,NA,NA
joules,NA,6,0,NA,NA,NA,NA,NA
journeyman,7,10,0,0,NA,NA,NA,NA
joys,3,4,4,11,NA,NA,NA,NA
jubilee,6,7,0,0,NA,NA,NA,NA
jug,3,3,13,16,NA,NA,NA,NA
jugglers,NA,8,0,NA,NA,NA,NA,NA
jugs,4,4,7,9,NA,NA,NA,NA
juice,3,5,1,7,250,NA,593,NA
jujitsu,NA,7,0,NA,NA,NA,NA,NA
jukeboxes,NA,9,0,NA,NA,NA,NA,NA
jukes,NA,5,2,NA,NA,NA,NA,NA
junipers,NA,8,0,NA,NA,NA,NA,NA
jure,NA,4,7,NA,NA,NA,NA,NA
justices,8,8,0,0,NA,NA,NA,NA
juveniles,8,9,0,1,NA,NA,NA,NA
kangaroos,8,9,0,1,NA,NA,NA,NA
kapp,NA,4,0,NA,NA,NA,NA,NA
kayaker,NA,7,0,NA,NA,NA,NA,NA
kayakers,NA,8,0,NA,NA,NA,NA,NA
keratin,NA,7,0,NA,NA,NA,NA,NA
kerb,3,4,2,14,NA,NA,NA,NA
kerfuffle,NA,9,0,NA,NA,NA,NA,NA
kerosene,7,8,0,0,NA,NA,548,NA
kiln,4,4,3,5,NA,NA,NA,NA
kilobyte,NA,8,0,NA,NA,NA,NA,NA
kilobytes,NA,9,0,NA,NA,NA,NA,NA
kilogram,8,8,0,1,NA,NA,NA,NA
kilograms,9,9,0,1,NA,NA,NA,NA
kilowatt,7,8,0,1,NA,NA,NA,NA
kilowatts,8,9,0,1,NA,NA,NA,NA
kilt,4,4,9,19,300,NA,622,NA
kilts,5,5,5,7,NA,NA,NA,NA
kimono,6,6,0,0,NA,NA,NA,NA
kimonos,NA,7,0,NA,NA,NA,NA,NA
kindler,NA,7,1,NA,NA,NA,NA,NA
kinds,5,5,9,7,NA,NA,NA,NA
kinetics,NA,8,0,NA,NA,NA,NA,NA
kingfisher,NA,10,0,NA,NA,NA,NA,NA
kingmaker,NA,9,0,NA,NA,NA,NA,NA
kitchener,NA,9,0,NA,NA,NA,NA,NA
kite,3,4,6,22,NA,NA,624,NA
kites,4,5,5,19,NA,NA,NA,NA
kits,4,4,11,24,NA,NA,NA,NA
kitsch,3,6,1,19,NA,NA,NA,NA
knack,3,5,2,19,NA,NA,NA,NA
