Word|s	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	syllables|f
taste	611	511	494	424	11.98	2.7868	6.09	2.7093	Noun	311.0	0.51	Noun.Verb	311.300	4.078585564	1
tattoo	610	336	559	317	11.96	2.786	4.01	2.5276	Noun	600.0	0.99	Noun.Name	600.9	4.077875352	2
taught	2236	1540	2178	1513	43.84	3.3497	18.36	3.1878	Verb	2224.0	1.0	Verb.Adjective.Noun	2224.6.1	4.641500126	1
tax	742	495	692	464	14.55	2.871	5.9	2.6955	Noun	705.0	0.95	Noun.Verb	705.34	4.162822956	1
taxi	1318	666	745	452	25.84	3.1202	7.94	2.8241	Noun	1309.0	1.0	Noun.Verb	1309.5	4.412078938	2
tea	2990	1407	2668	1322	58.63	3.4758	16.77	3.1486	Noun	2989.0	1.0	Noun.Name	2989.1	4.767650555	1
teach	3715	2150	3452	2066	72.84	3.5701	25.63	3.3326	Verb	3707.0	1.0	Verb	3707	4.861909847	1
teacher	2842	1305	2522	1266	55.73	3.4538	15.56	3.1159	Noun	2815.0	1.0	Noun.Name	2815.7	4.745611002	2
teacher	581	380	528	353	11.39	2.7649	4.53	2.5809	Noun	588.0	1.0	Noun	588	4.056757127	2
teaching	1010	735	954	703	19.8	3.0048	8.76	2.8669	Verb	724.0	0.72	Verb.Noun	724.284	4.296585298	2
team	790	445	760	436	15.49	2.8982	5.31	2.6493	Noun	795.0	1.0	Noun.Verb	795.1	4.190010626	1
tear	1377	1053	1216	964	27.0	3.1392	12.55	3.0228	Verb	1008.0	0.73	Verb.Noun	1008.369	4.43108336	1
tear	1140	817	1035	764	22.35	3.0573	9.74	2.9128	Noun	1064.0	0.93	Noun.Verb.Name	1064.70.4	4.349119787	1
teeth	2440	1626	2353	1598	47.84	3.3876	19.38	3.2114	Noun	2433.0	1.0	Noun.Name.Verb	2433.4.1	4.679401922	1
tell	2665	1981	2593	1941	52.25	3.4259	23.62	3.2971	Verb	2664.0	1.0	Verb.Noun	2664.1	4.717694287	1
temper	582	444	546	433	11.41	2.7657	5.29	2.6484	Noun	569.0	0.98	Noun.Verb	569.12	4.057502697	2
temple	895	409	576	292	17.55	2.9523	4.88	2.6128	Noun	615.0	0.69	Noun.Name	615.276	4.244142152	2
tend	626	543	609	531	12.27	2.7973	6.47	2.7356	Verb	626.0	1.0	Verb	626	4.089101683	1
tennis	695	403	645	382	13.63	2.8426	4.8	2.6064	Noun	695.0	1.0	Noun.Name	695.2	4.134443382	2
tense	522	386	504	381	10.24	2.7185	4.6	2.5877	Adjective	404.0	0.77	Adjective.Verb.Noun	404.107.11	4.010335831	1
tent	892	445	806	425	17.49	2.9509	5.31	2.6493	Noun	887.0	1.0	Noun.Verb	887.3	4.242685601	1
term	890	693	879	685	17.45	2.9499	8.26	2.8414	Noun	842.0	0.95	Noun.Verb	842.47	4.241711846	1
term	1138	863	1123	851	22.31	3.0565	10.29	2.9365	Noun	892.0	0.79	Noun.Preposition.Verb	892.238.5	4.348357866	1
test	4288	2095	4126	2053	84.08	3.6324	24.98	3.3214	Noun	3269.0	0.76	Noun.Verb	3269.1017	4.924190188	1
tested	537	409	523	404	10.53	2.7308	4.88	2.6128	Verb	530.0	0.99	Verb.Adjective	530.8	4.022616418	2
testing	771	572	590	481	15.12	2.8876	6.82	2.7582	Verb	430.0	0.56	Verb.Noun.Name.Adjective	430.332.8.1	4.179451442	2
test	1197	777	1170	770	23.47	3.0785	9.26	2.891	Noun	1161.0	0.97	Noun.Verb	1161.35	4.37029096	1
th	4989	2289	4944	2274	97.82	3.6981	27.29	3.3598	Noun	295.0	0.84	Noun.Name	295.57	4.989934688	2
thee	1327	394	1167	364	26.02	3.1232	4.7	2.5966	Pronoun	1326.0	1.0	Pronoun	1326	4.415032217	1
theme	710	449	657	418	13.92	2.8519	5.35	2.6532	Noun	708.0	1.0	Noun.Name	708.2	4.143703743	1
themselves	2343	1766	2342	1765	45.94	3.37	21.05	3.2472	Pronoun	2344.0	1.0	Pronoun	2344	4.661791749	2
theory	1459	965	1415	948	28.61	3.1644	11.5	2.985	Noun	1459.0	1.0	Noun	1459	4.456186998	2
therefore	1058	730	542	411	20.75	3.0249	8.7	2.8639	Adverb	1056.0	1.0	Adverb	1056	4.316730102	2
thick	713	564	662	539	13.98	2.8537	6.72	2.752	Adjective	653.0	0.92	Adjective.Adverb	653.60	4.145532354	1
thief	1238	704	1143	670	24.27	3.0931	8.39	2.8482	Noun	1236.0	1.0	Noun	1236	4.384905449	1
thin	1029	803	957	765	20.18	3.0128	9.57	2.9053	Adjective	944.0	0.92	Adjective.Verb.Adverb	944.61.22	4.304671367	1
third	3801	2351	3109	2038	74.53	3.58	28.03	3.3714	Number	3770.0	0.99	Number.Name	3770.31	4.871846255	1
thirsty	627	507	556	448	12.29	2.798	6.04	2.7059	Adjective	623.0	1.0	Adjective	623	4.089793786	2
thirty	876	590	410	274	17.18	2.943	7.03	2.7716	Number	876.0	1.0	Number	876	4.234833736	2
thou	1144	385	810	285	22.43	3.0588	4.59	2.5866	Pronoun	1134.0	1.0	Pronoun	1134	4.350639629	1
thought	1703	1179	1661	1158	33.39	3.2315	14.06	3.0719	Noun	1702.0	1.0	Noun	1702	4.523303733	1
thousand	3534	1802	3449	1763	69.29	3.5484	21.48	3.256	Noun	3529.0	1.0	Noun	3529	4.84022356	2
thousand	1410	1014	1221	912	27.65	3.1495	12.09	3.0065	Noun	1410.0	1.0	Noun	1410	4.441361156	2
threat	1059	757	1033	747	20.76	3.0253	9.02	2.8797	Noun	1060.0	1.0	Noun	1060	4.317140007	1
threatened	845	687	833	684	16.57	2.9274	8.19	2.8376	Verb	829.0	0.98	Verb.Adjective	829.16	4.219204505	2
threw	2082	1552	2026	1529	40.82	3.3187	18.5	3.1912	Verb	2081.0	1.0	Verb	2081	4.610523412	1
thrilled	564	484	549	474	11.06	2.752	5.77	2.6857	Verb	401.0	0.71	Verb.Adjective	401.164	4.04388259	1
throat	1837	1239	1668	1182	36.02	3.2643	14.77	3.0934	Noun	1833.0	1.0	Noun	1833	4.556179649	1
throughout	548	465	488	423	10.75	2.7396	5.54	2.6684	Preposition	526.0	0.96	Preposition.Adverb	526.22	4.031406487	2
throwing	1488	1224	1406	1165	29.18	3.1729	14.59	3.0881	Verb	1485.0	1.0	Verb.Noun	1485.2	4.46472884	2
thrown	1047	881	1022	867	20.53	3.0204	10.5	2.9455	Verb	1044.0	1.0	Verb.Noun	1044.1	4.312195425	1
thumb	603	404	559	388	11.82	2.781	4.82	2.6075	Noun	591.0	0.98	Noun.Verb	591.12	4.072871081	1
thunder	679	350	416	278	13.31	2.8325	4.17	2.5453	Noun	645.0	0.95	Noun.Verb.Name	645.21.11	4.124343055	2
thus	628	382	401	251	12.31	2.7987	4.55	2.5832	Adverb	627.0	1.0	Adverb	627	4.090484788	1
thy	1243	445	947	357	24.37	3.0948	5.31	2.6493	Pronoun	1231.0	1.0	Pronoun	1231	4.386654522	1
ticket	2324	1322	2243	1287	45.57	3.3664	15.76	3.1216	Noun	2319.0	1.0	Noun	2319	4.658257099	2
ticket	2211	1162	2085	1124	43.35	3.3448	13.85	3.0656	Noun	2210.0	1.0	Noun	2210	4.636619265	2
tie	2266	1477	1984	1330	44.43	3.3555	17.61	3.1697	Verb	1224.0	0.54	Verb.Noun.Name	1224.1034.1	4.647285662	1
tied	1364	1054	1317	1035	26.75	3.1351	12.57	3.0233	Verb	1349.0	0.99	Verb.Adjective	1349.11	4.426966794	1
tiger	945	441	519	315	18.53	2.9759	5.26	2.6454	Noun	937.0	0.99	Noun.Name	937.5	4.267725279	2
tight	2597	1813	2497	1776	50.92	3.4146	21.61	3.2586	Adverb	1825.0	0.71	Adverb.Adjective	1825.758	4.706473289	1
timing	764	641	728	620	14.98	2.8837	7.64	2.8075	Noun	729.0	0.96	Noun.Verb	729.32	4.175495577	2
tiny	1643	1092	1344	990	32.22	3.2159	13.02	3.0386	Adjective	1639.0	1.0	Adjective	1639	4.507735955	2
tip	1409	1031	1326	995	27.63	3.1492	12.29	3.0137	Noun	1048.0	0.74	Noun.Verb	1048.359	4.441053255	1
tire	631	383	589	371	12.37	2.8007	4.57	2.5843	Verb	631.0	1.0	Verb	631	4.09255122	2
tissue	547	387	522	373	10.73	2.7388	4.61	2.5888	Noun	546.0	1.0	Noun	546	4.030614701	2
title	947	588	910	566	18.57	2.9768	7.01	2.7701	Noun	929.0	0.98	Noun.Verb	929.15	4.268642479	2
toast	1707	1104	1614	1063	33.47	3.2325	13.16	3.0434	Noun	1420.0	0.83	Noun.Verb	1420.282	4.524322008	1
toe	647	386	627	376	12.69	2.8116	4.6	2.5877	Noun	648.0	1.0	Noun.Name	648.1	4.103409148	1
toe	638	510	615	496	12.51	2.8055	6.08	2.7084	Noun	637.0	1.0	Noun	637	4.097335	1
tone	860	640	781	604	16.86	2.935	7.63	2.8069	Noun	727.0	0.85	Noun.Verb.Name	727.68.65	4.226837294	1
tool	548	369	418	340	10.75	2.7396	4.4	2.5682	Noun	543.0	0.99	Noun.Verb.Name	543.3.2	4.031406487	1
tool	567	401	540	383	11.12	2.7543	4.78	2.6042	Noun	567.0	1.0	Noun	567	4.046182478	1
tooth	692	401	621	380	13.57	2.8407	4.78	2.6042	Noun	691.0	1.0	Noun	691	4.132567377	1
torn	553	459	531	442	10.84	2.7435	5.47	2.6628	Verb	481.0	0.87	Verb.Adjective	481.74	4.035343907	1
toss	632	518	503	437	12.39	2.8014	6.18	2.7152	Verb	521.0	0.82	Verb.Noun	521.111	4.093237852	1
total	1920	1409	1668	1274	37.65	3.2835	16.8	3.1492	Adjective	1603.0	0.83	Adjective.Noun.Verb.Name	1603.290.26.1	4.575361507	2
touched	1505	1162	1476	1149	29.51	3.1778	13.85	3.0656	Verb	1477.0	0.98	Verb.Adjective.Noun	1477.24.4	4.469659114	1
touching	888	732	836	702	17.41	2.9489	8.73	2.8651	Verb	605.0	0.69	Verb.Adjective.Preposition	605.275.1	4.240735903	2
tough	4616	2746	4068	2513	90.51	3.6644	32.74	3.4389	Adjective	4563.0	0.99	Adjective.Noun.Name	4563.43.8	4.956194017	1
tour	1571	934	1444	883	30.8	3.1965	11.13	2.9708	Noun	1462.0	0.93	Noun.Name.Unclassified	1462.101.6	4.488286684	1
toward	1169	879	1132	856	22.92	3.0682	10.48	2.9445	Preposition	1166.0	1.0	Preposition	1166	4.360020004	2
towards	1399	1108	1350	1084	27.43	3.1461	13.21	3.0449	Preposition	1399.0	1.0	Preposition	1399	4.437962178	2
towel	722	525	687	508	14.16	2.8591	6.26	2.721	Noun	715.0	0.99	Noun.Verb	715.6	4.150972439	2
tower	1165	540	696	387	22.84	3.0667	6.44	2.7332	Noun	1165.0	1.0	Noun.Verb.Name	1165.2.2	4.358532693	2
toy	859	562	774	536	16.84	2.9345	6.7	2.7505	Noun	793.0	0.92	Noun.Verb.Adjective	793.52.17	4.226332593	1
toy	674	437	607	412	13.22	2.8293	5.21	2.6415	Noun	675.0	1.0	Noun	675	4.121137915	1
trace	989	699	860	646	19.39	2.9956	8.33	2.8451	Noun	518.0	0.52	Noun.Verb	518.470	4.287469337	1
track	2843	1772	2720	1710	55.75	3.4539	21.13	3.2487	Noun	2068.0	0.73	Noun.Verb.Name	2068.763.2	4.745763734	1
tracking	672	468	615	440	13.18	2.828	5.58	2.6712	Verb	280.0	0.42	Verb.Adjective.Noun	280.268.122	4.119849206	2
track	854	583	834	574	16.75	2.932	6.95	2.7664	Noun	811.0	0.95	Noun.Verb	811.41	4.223800257	1
trade	1795	1126	1498	1047	35.2	3.2543	13.42	3.0519	Noun	1114.0	0.62	Noun.Verb.Name	1114.676.1	4.546140474	1
traffic	1454	992	1248	890	28.51	3.1629	11.83	2.9969	Noun	1447.0	1.0	Noun.Verb.Name	1447.3.1	4.454697135	2
tragic	624	509	563	464	12.24	2.7959	6.07	2.7076	Adjective	625.0	1.0	Adjective	625	4.087714159	2
trail	979	624	921	598	19.2	2.9912	7.44	2.7959	Noun	876.0	0.9	Noun.Verb.Name	876.99.3	4.283060218	1
trailer	579	291	559	284	11.35	2.7634	3.47	2.4654	Noun	565.0	0.98	Noun.Name	565.9	4.055262136	2
train	4848	1760	4618	1700	95.06	3.6857	20.98	3.2458	Noun	3978.0	0.83	Noun.Verb.Name	3978.835.1	4.977486326	1
trained	962	741	936	726	18.86	2.9836	8.83	2.8704	Verb	798.0	0.83	Verb.Adjective	798.163	4.275460429	1
training	1792	1097	1694	1061	35.14	3.2536	13.08	3.0406	Noun	1500.0	0.84	Noun.Verb.Name	1500.288.1	4.545414432	2
traitor	540	311	449	276	10.59	2.7332	3.71	2.4942	Noun	539.0	1.0	Noun.Name	539.1	4.025031407	2
transcript	705	615	106	88	13.82	2.8488	7.33	2.7896	Noun	694.0	1.0	Noun.Name	694.3	4.140638843	2
transfer	1048	677	967	643	20.55	3.0208	8.07	2.8312	Noun	548.0	0.52	Noun.Verb	548.500	4.31260963	2
transferred	599	466	580	458	11.75	2.7782	5.56	2.6693	Verb	565.0	0.94	Verb.Adjective	565.34	4.069985393	2
transport	571	373	504	339	11.2	2.7574	4.45	2.5729	Noun	421.0	0.74	Noun.Verb	421.150	4.049230171	2
trap	1216	806	1107	757	23.84	3.0853	9.61	2.9069	Noun	958.0	0.79	Noun.Verb	958.256	4.37712472	1
trapped	1030	771	967	738	20.2	3.0133	9.19	2.8876	Verb	1001.0	0.97	Verb.Adjective	1001.28	4.305092807	1
trash	1146	804	1070	770	22.47	3.0596	9.59	2.9058	Noun	937.0	0.82	Noun.Verb.Name	937.204.4	4.35139756	1
trauma	869	425	658	387	17.04	2.9395	5.07	2.6294	Noun	869.0	1.0	Noun	869	4.231353395	2
travel	1702	1175	1598	1126	33.37	3.2312	14.01	3.0704	Verb	1139.0	0.67	Verb.Noun	1139.562	4.52304879	2
treasure	972	425	879	392	19.06	2.9881	5.07	2.6294	Noun	859.0	0.88	Noun.Verb	859.113	4.279946982	2
treat	2646	1835	2490	1767	51.88	3.4228	21.88	3.2639	Verb	2039.0	0.77	Verb.Noun	2039.604	4.714588083	1
treated	1219	988	1198	974	23.9	3.0864	11.78	2.9952	Verb	1220.0	1.0	Verb.Adjective	1220.3	4.378193973	2
treating	605	529	584	511	11.86	2.7825	6.31	2.7243	Verb	604.0	1.0	Verb	604	4.074306766	2
treatment	985	644	955	635	19.31	2.9939	7.68	2.8096	Noun	984.0	1.0	Noun	984	4.285711057	2
tree	3315	1622	3093	1551	65.0	3.5206	19.34	3.2103	Noun	3270.0	0.99	Noun.Name	3270.46	4.812448664	1
tree	1565	973	1492	945	30.69	3.1948	11.6	2.9886	Noun	1565.0	1.0	Noun	1565	4.4866259	1
trial	2518	960	2441	942	49.37	3.4012	11.44	2.9827	Noun	2516.0	1.0	Noun.Verb	2516.2	4.69306231	2
trick	2411	1526	2215	1455	47.27	3.3824	18.19	3.1838	Noun	1919.0	0.8	Noun.Verb	1919.490	4.674211446	1
trick	969	730	945	718	19.0	2.9868	8.7	2.8639	Noun	903.0	0.93	Noun.Verb	903.66	4.278605876	1
try	807	710	802	707	15.82	2.9074	8.46	2.8519	Verb	766.0	0.95	Verb.Noun	766.42	4.199245503	1
trigger	861	634	842	625	16.88	2.9355	7.56	2.8028	Noun	747.0	0.87	Noun.Verb	747.113	4.227341408	2
trip	4202	2366	4055	2343	82.39	3.6236	28.21	3.3742	Noun	4125.0	0.98	Noun.Verb.Name	4125.66.3	4.915393532	1
troop	983	456	936	444	19.27	2.993	5.44	2.6599	Noun	981.0	1.0	Noun.Verb	981.1	4.284829241	1
trouble	593	486	575	481	11.63	2.7738	5.79	2.6875	Noun	513.0	0.87	Noun.Verb	513.78	4.065620587	2
truck	3716	1555	3571	1537	72.86	3.5702	18.54	3.192	Noun	3708.0	1.0	Noun.Verb	3708.6	4.862026703	1
truly	1830	1342	1642	1244	35.88	3.2627	16.0	3.1281	Adverb	1828.0	1.0	Adverb.Noun	1828.2	4.554522486	2
trunk	1010	561	985	553	19.8	3.0048	6.69	2.7497	Noun	1010.0	1.0	Noun.Name	1010.1	4.296585298	1
trusted	856	703	851	699	16.78	2.933	8.38	2.8476	Verb	765.0	0.89	Verb.Adjective	765.92	4.224814964	2
tub	647	461	634	454	12.69	2.8116	5.5	2.6646	Noun	647.0	1.0	Noun.Name	647.1	4.103409148	1
tube	838	455	785	435	16.43	2.9238	5.42	2.659	Noun	838.0	1.0	Noun	838	4.215596103	1
tune	796	552	728	514	15.61	2.9015	6.58	2.7427	Noun	603.0	0.76	Noun.Verb	603.193	4.193292464	1
tunnel	912	445	843	410	17.88	2.9605	5.31	2.6493	Noun	879.0	0.96	Noun.Verb	879.32	4.25230492	2
turkey	1153	572	915	471	22.61	3.0622	6.82	2.7582	Noun	935.0	0.81	Noun.Name	935.215	4.354039951	2
turning	2061	1630	1910	1545	40.41	3.3143	19.43	3.2125	Verb	1816.0	0.88	Verb.Noun.Adjective	1816.210.35	4.606122803	2
turn	2552	1898	2161	1653	50.04	3.4071	22.63	3.2785	Verb	2342.0	0.92	Verb.Noun.Name	2342.208.1	4.698884957	1
turtle	869	259	276	165	17.04	2.9395	3.09	2.415	Noun	862.0	0.99	Noun.Name	862.7	4.231353395	2
twelve	960	649	455	328	18.82	2.9827	7.74	2.8129	Number	959.0	1.0	Number.Noun	959.1	4.27455753	1
twenty	1378	892	660	421	27.02	3.1396	10.63	2.9509	Number	1374.0	1.0	Number.Noun	1374.2	4.431398408	2
twice	3191	2287	2800	2100	62.57	3.5041	27.27	3.3595	Adverb	3188.0	1.0	Adverb.Noun	3188.2	4.795897025	1
twin	532	339	395	286	10.43	2.7267	4.04	2.5315	Noun	461.0	0.87	Noun.Adjective.Name.Verb	461.68.2.1	4.018561351	1
twin	770	474	654	423	15.1	2.8871	5.65	2.6767	Noun	755.0	0.98	Noun.Verb	755.14	4.17888852	1
twist	643	464	553	418	12.61	2.8089	5.53	2.6675	Noun	328.0	0.51	Noun.Verb.Name	328.259.55	4.10072001	1
twisted	540	452	504	430	10.59	2.7332	5.39	2.6561	Verb	306.0	0.57	Verb.Adjective	306.234	4.025031407	2
type	3093	1917	2962	1865	60.65	3.4905	22.85	3.2828	Noun	2985.0	0.97	Noun.Verb	2985.106	4.782354452	1
ugh	738	451	26	23	14.47	2.8686	5.38	2.6551	Interjection	733.0	1.0	Interjection	733	4.160478581	1
ugly	2150	1433	2015	1378	42.16	3.3326	17.08	3.1565	Adjective	2149.0	1.0	Adjective.Noun	2149.1	4.624474553	2
union	1111	632	584	353	21.78	3.0461	7.53	2.8014	Noun	906.0	0.82	Noun.Name	906.204	4.337938929	2
unique	696	529	673	520	13.65	2.8432	6.31	2.7243	Adjective	693.0	1.0	Adjective	693	4.13506692	2
unit	1845	1007	1469	879	36.18	3.2662	12.01	3.0035	Noun	1844.0	1.0	Noun.Name	1844.1	4.558065839	2
unit	1032	596	1002	585	20.24	3.0141	7.11	2.776	Noun	1029.0	1.0	Noun.Verb	1029.1	4.305934464	2
unknown	774	589	687	542	15.18	2.8893	7.02	2.7709	Adjective	774.0	1.0	Adjective	774	4.181135845	2
unlike	530	480	350	330	10.39	2.7251	5.72	2.6821	Preposition	313.0	0.59	Preposition.Adjective	313.217	4.016928663	2
upon	3199	1817	3045	1749	62.73	3.5051	21.66	3.2596	Preposition	3198.0	1.0	Preposition	3198	4.79698412	2
upper	616	484	489	405	12.08	2.7903	5.77	2.6857	Adjective	609.0	0.99	Adjective.Name.Noun	609.3.1	4.082119306	2
upset	3800	2354	3768	2352	74.51	3.5799	28.06	3.372	Verb	2256.0	0.59	Verb.Adjective.Noun	2256.1540.3	4.871732012	2
upstairs	3607	2155	3327	2044	70.73	3.5573	25.69	3.3336	Adverb	3451.0	0.96	Adverb.Noun.Name	3451.150.1	4.849100671	2
urgent	758	568	697	532	14.86	2.8802	6.77	2.7551	Adjective	757.0	1.0	Adjective	757	4.172075918	2
useful	669	565	650	554	13.12	2.8261	6.74	2.7528	Adjective	668.0	1.0	Adjective	668	4.117908945	2
useless	1017	766	933	719	19.94	3.0077	9.13	2.8848	Adjective	1014.0	1.0	Adjective	1014	4.29958192	2
us	778	660	760	646	15.25	2.8915	7.87	2.8202	Verb	704.0	0.91	Verb.Noun	704.72	4.1833716	2
using	3520	2513	3301	2398	69.02	3.5467	29.96	3.4004	Verb	3518.0	1.0	Verb.Noun	3518.2	4.838500167	2
valley	1275	600	560	302	25.0	3.1059	7.15	2.7789	Noun	1194.0	0.94	Noun.Name	1194.78	4.397684817	2
value	1097	862	1075	854	21.51	3.0406	10.28	2.936	Noun	979.0	0.89	Noun.Verb	979.118	4.332436482	2
vampire	894	229	780	211	17.53	2.9518	2.73	2.3617	Noun	891.0	1.0	Noun.Name	891.3	4.243657177	2
vault	614	237	588	231	12.04	2.7889	2.83	2.3766	Noun	595.0	0.97	Noun.Verb.Name	595.17.1	4.080709258	1
verdict	558	323	545	318	10.94	2.7474	3.85	2.5105	Noun	561.0	1.0	Noun	561	4.03924595	2
version	828	582	814	574	16.24	2.9186	6.94	2.7657	Noun	827.0	1.0	Noun	827	4.210388673	2
vice	950	505	550	354	18.63	2.9782	6.02	2.7042	Adjective	537.0	0.57	Adjective.Noun.Adverb.Name.Preposition	537.220.72.70.48	4.270014659	1
victim	2434	1176	2325	1155	47.73	3.3865	14.02	3.0708	Noun	2428.0	1.0	Noun.Name	2428.1	4.678333108	2
victim	1196	671	1165	664	23.45	3.0781	8.0	2.8274	Noun	1187.0	1.0	Noun	1187	4.369928293	2
view	1965	1412	1904	1376	38.53	3.2936	16.83	3.1501	Noun	1724.0	0.88	Noun.Verb.Preposition.Name	1724.144.94.5	4.585417656	1
village	1712	774	1459	636	33.57	3.2338	9.23	2.8893	Noun	1616.0	0.94	Noun.Name	1616.97	4.525591505	2
virus	964	264	935	261	18.9	2.9845	3.15	2.4232	Noun	963.0	1.0	Noun	963	4.276361455	2
vision	1218	751	1164	729	23.88	3.086	8.95	2.8762	Noun	1218.0	1.0	Noun	1218	4.377837848	2
visit	2993	2091	2950	2069	58.69	3.4763	24.93	3.3206	Verb	1762.0	0.59	Verb.Noun.Name	1762.1224.1	4.768085938	2
vodka	515	333	388	275	10.1	2.7126	3.97	2.5237	Noun	513.0	1.0	Noun.Name	513.1	4.004483844	2
voice	4394	2396	4207	2340	86.16	3.643	28.56	3.3797	Noun	4246.0	0.97	Noun.Verb.Name	4246.144.2	4.934793022	1
voice	793	515	730	492	15.55	2.8998	6.14	2.7126	Noun	778.0	0.98	Noun.Verb	778.13	4.191654645	2
vote	1751	733	1630	715	34.33	3.2435	8.74	2.8657	Verb	909.0	0.52	Verb.Noun	909.840	4.535368244	1
wagon	906	468	867	451	17.76	2.9576	5.58	2.6712	Noun	907.0	1.0	Noun	907	4.249441429	2
waited	1485	1186	1457	1172	29.12	3.172	14.14	3.0745	Verb	1478.0	1.0	Verb.Adjective.Noun	1478.3.1	4.463852952	2
waiter	673	433	447	307	13.2	2.8287	5.16	2.6375	Noun	668.0	1.0	Noun.Name	668.1	4.120494039	2
waitress	588	398	529	366	11.53	2.7701	4.74	2.601	Noun	493.0	0.84	Noun.Verb.Name	493.85.9	4.061949437	2
walked	2737	1907	2681	1883	53.67	3.4374	22.73	3.2806	Verb	2731.0	1.0	Verb	2731	4.729267586	1
walking	3826	2470	3559	2368	75.02	3.5829	29.45	3.3929	Verb	3029.0	0.79	Verb.Noun.Adjective.Name	3029.772.17.1	4.874692604	2
walk	936	759	909	747	18.35	2.9717	9.05	2.8808	Verb	775.0	0.83	Verb.Noun	775.161	4.263573733	1
wall	3605	2105	3219	1953	70.69	3.557	25.1	3.3235	Noun	3383.0	0.94	Noun.Name	3383.219	4.848859865	1
wallet	1163	689	1143	677	22.8	3.066	8.21	2.8388	Noun	1149.0	1.0	Noun.Name	1149.2	4.357787122	2
wall	1261	888	1220	869	24.73	3.1011	10.59	2.9489	Noun	1232.0	0.98	Noun.Name.Verb	1232.27.3	4.392893497	1
wanting	1251	1013	1196	979	24.53	3.0976	12.08	3.006	Verb	1162.0	0.93	Verb.Adjective.Noun	1162.90.1	4.389438471	2
ward	727	401	432	318	14.25	2.8621	4.78	2.6042	Noun	438.0	0.6	Noun.Name.Verb	438.282.5	4.153965521	1
warden	573	192	323	148	11.24	2.7589	2.29	2.2856	Noun	560.0	0.98	Noun.Name	560.13	4.050746035	2
warm	2659	1877	2460	1789	52.14	3.4249	22.38	3.2737	Adjective	2120.0	0.8	Adjective.Verb	2120.537	4.716715779	1
warn	1293	1025	1234	999	25.35	3.1119	12.22	3.0111	Verb	1292.0	1.0	Verb	1292	4.403768418	1
warned	808	693	802	689	15.84	2.9079	8.26	2.8414	Verb	808.0	1.0	Verb	808	4.199782664	1
warning	1630	1161	1451	1098	31.96	3.2125	13.84	3.0652	Noun	1163.0	0.72	Noun.Verb.Name	1163.452.7	4.504288103	2
warrant	1060	613	1044	605	20.78	3.0257	7.31	2.7882	Noun	967.0	0.91	Noun.Verb	967.92	4.317549526	2
wash	2077	1354	1765	1240	40.73	3.3176	16.14	3.1319	Verb	1714.0	0.83	Verb.Noun.Name	1714.358.2	4.609479685	1
washed	718	596	690	577	14.08	2.8567	7.11	2.776	Verb	694.0	0.97	Verb.Adjective	694.21	4.148563033	1
waste	2716	1960	2602	1899	53.25	3.4341	23.37	3.2925	Verb	1586.0	0.58	Verb.Noun.Adjective	1586.1093.35	4.725923781	1
wasted	854	722	825	707	16.75	2.932	8.61	2.8591	Verb	650.0	0.76	Verb.Adjective	650.204	4.223800257	2
wasting	1135	955	1085	928	22.25	3.0554	11.39	2.9805	Verb	1132.0	1.0	Verb.Adjective.Noun	1132.2.1	4.347212474	2
watched	1353	1070	1328	1055	26.53	3.1316	12.76	3.0298	Verb	1356.0	1.0	Verb	1356	4.423452806	1
watching	5081	3138	4818	3033	99.63	3.706	37.41	3.4968	Verb	5052.0	0.99	Verb.Adjective.Noun	5052.15.12	4.997868803	2
water	553	380	428	332	10.84	2.7435	4.53	2.5809	Noun	415.0	0.74	Noun.Name.Verb	415.112.33	4.035343907	2
wave	1084	680	932	592	21.25	3.0354	8.11	2.8331	Noun	824.0	0.76	Noun.Verb	824.258	4.32726388	1
wave	674	414	637	390	13.22	2.8293	4.94	2.618	Noun	647.0	0.96	Noun.Verb	647.27	4.121137915	1
way	2633	1921	2610	1909	51.63	3.4206	22.9	3.2838	Noun	2627.0	1.0	Noun.Verb	2627.2	4.712449913	1
weak	1607	1181	1536	1141	31.51	3.2063	14.08	3.0726	Adjective	1606.0	1.0	Adjective	1606	4.498120187	1
wearing	4410	2790	4329	2753	86.47	3.6445	33.26	3.4458	Verb	4366.0	0.99	Verb.Noun	4366.40	4.9363712	2
wear	651	569	631	554	12.76	2.8142	6.78	2.7559	Verb	645.0	0.99	Verb.Noun.Name	645.3.2	4.106081738	1
weather	1746	1031	1638	989	34.24	3.2423	12.29	3.0137	Noun	1695.0	0.97	Noun.Verb.Name	1695.48.1	4.534127047	2
weed	600	286	567	274	11.76	2.7789	3.41	2.4579	Noun	527.0	0.88	Noun.Verb.Name	527.67.5	4.070708614	1
weekend	3118	1614	3069	1593	61.14	3.494	19.24	3.2082	Noun	3119.0	1.0	Noun	3119	4.785849517	2
weight	1850	1296	1773	1262	36.27	3.2674	15.45	3.1129	Noun	1836.0	0.99	Noun.Verb	1836.13	4.559240561	1
west	3088	1571	1122	762	60.55	3.4898	18.73	3.1965	Noun	2685.0	0.87	Noun.Name	2685.390	4.78165205	1
