numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	 BF_TP|f	 LEN_L|f	   N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
6419	21632	engravings	15	15	5	15	5	0.294117647	1.204119983	0.059608965	0.77815125	Noun	15	1	2.495954125	3	24.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
6420	21645	enhancer	9	9	9	9	9	0.176470588	1	0.107296137	1	Noun	9	1	2.291834142	3	56.29	8	2	1	low	low3	4	40	1	2	41	42	43	44
6422	21649	enigma	47	47	43	42	38	0.921568627	1.681241237	0.512637101	1.643452676	Noun	47	1	2.97307538	3	16.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
6424	21660	enjoyment	69	69	66	68	66	1.352941176	1.84509804	0.78683834	1.826074803	Noun	69	1	3.136932182	3	45.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
6426	21668	enlarger	7	7	4	6	4	0.137254902	0.903089987	0.047687172	0.698970004	Noun	7	1	2.194924129	3	55.57	8	2	1	low	low3	4	40	1	2	41	42	43	44
6432	21711	enquiry	9	9	8	9	8	0.176470588	1	0.095374344	0.954242509	Noun	9	1	2.291834142	3	30.33	7	1	1	low	low3	4	40	1	2	41	42	43	44
6433	21722	enrichment	7	7	7	6	6	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	3	47.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
6437	21736	ensemble	57	57	48	49	43	1.117647059	1.763427994	0.572246066	1.69019608	Noun	57	1	3.055262136	3	48	8	0	1	low	low3	4	40	1	2	41	42	43	44
6448	21821	entities	30	30	22	26	21	0.588235294	1.491361694	0.262279447	1.361727836	Noun	30	1	2.783195836	3	155.71	8	2	1	low	low3	4	40	1	2	41	42	43	44
6455	21842	entrances	58	58	48	58	48	1.137254902	1.770852012	0.572246066	1.69019608	Noun	58	1	3.062686154	3	88.38	9	1	1	low	low3	4	40	1	2	41	42	43	44
6460	21857	entreaty	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	50.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
6498	21983	epilogue	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	17.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
6520	22049	equator	31	31	27	28	24	0.607843137	1.505149978	0.321888412	1.447158031	Noun	31	1	2.79698412	3	26	7	0	1	low	low3	4	40	1	2	41	42	43	44
6526	22070	equity	67	67	47	53	38	1.31372549	1.832508913	0.560324273	1.681241237	Noun	67	1	3.124343055	3	28.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
6529	22090	eraser	51	51	28	34	23	1	1.716003344	0.333810205	1.462397998	Noun	51	1	3.007837486	3	132	6	1	1	low	low3	4	40	1	2	41	42	43	44
6542	22136	erosion	28	28	24	28	24	0.549019608	1.462397998	0.286123033	1.397940009	Noun	28	1	2.75423214	3	62.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
6551	22174	eruption	20	20	17	15	14	0.392156863	1.322219295	0.202670482	1.255272505	Noun	20	1	2.614053437	3	74.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
6574	22241	eskimos	41	41	28	0	0	0.803921569	1.62324929	0.333810205	1.462397998	Noun	42	1	2.915083433	3	6.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
6592	22283	essentials	39	39	34	34	30	0.764705882	1.602059991	0.405340963	1.544068044	Noun	38	1	2.893894133	3	32.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
6641	22439	evader	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	112.2	6	2	1	low	low3	4	40	1	2	41	42	43	44
6650	22469	evasion	59	59	48	57	48	1.156862745	1.77815125	0.572246066	1.69019608	Noun	59	1	3.069985393	3	47.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
6656	22498	evergreens	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	33.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
6660	22520	eviction	43	43	36	37	33	0.843137255	1.643452676	0.429184549	1.568201724	Noun	42	1	2.935286819	3	76.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
6693	22658	exchanger	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	49.5	9	2	1	low	low3	4	40	1	2	41	42	43	44
6694	22659	exchanges	24	24	23	24	23	0.470588235	1.397940009	0.27420124	1.380211242	Noun	24	1	2.689774151	3	76.63	9	1	1	low	low3	4	40	1	2	41	42	43	44
6701	22691	exclusion	12	12	12	11	11	0.235294118	1.113943352	0.143061516	1.113943352	Noun	11	1	2.405777494	3	73.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
6706	22715	excretion	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	109.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
6709	22722	excursion	34	34	34	31	31	0.666666667	1.544068044	0.405340963	1.544068044	Noun	34	1	2.835902186	3	75.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
6713	22729	excuses	441	441	371	425	364	8.647058824	2.645422269	4.422985217	2.57054294	Noun	440	1	3.937256411	3	109.67	7	1	1	high	high3	2	20	1	2	21	22	23	24
6744	22870	exotics	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	57.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
6755	22931	expenses	393	393	316	381	307	7.705882353	2.595496222	3.7672866	2.501059262	Noun	393	1	3.887330364	3	109.57	8	1	1	high	high3	2	20	1	2	21	22	23	24
6772	23014	exponent	4	4	4	3	3	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	63.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
6774	23021	exporter	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	89.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
6779	23054	expresso	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	21.43	8	1	1	low	low3	4	40	1	2	41	42	43	44
6780	23055	expressway	49	49	41	33	28	0.960784314	1.698970004	0.488793515	1.62324929	Noun	49	1	2.990804146	3	39	10	0	1	low	low3	4	40	1	2	41	42	43	44
6784	23079	extenders	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	80.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
6799	23178	extremists	22	22	21	20	19	0.431372549	1.361727836	0.250357654	1.342422681	Noun	22	1	2.653561978	3	46.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
6801	23184	extrovert	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	49.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
6803	23189	extrusion	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	78.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
6815	23222	eyeglasses	34	34	24	31	22	0.666666667	1.544068044	0.286123033	1.397940009	Noun	33	1	2.835902186	3	52.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
6817	23226	eyelashes	62	62	44	52	43	1.215686275	1.799340549	0.524558894	1.653212514	Noun	62	1	3.091174692	3	62.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
6821	23232	eyeliner	52	52	37	51	37	1.019607843	1.72427587	0.441106342	1.579783597	Noun	51	1	3.016110012	3	74.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
6863	23328	fad	39	39	36	39	36	0.764705882	1.602059991	0.429184549	1.568201724	Noun	39	1	2.893894133	1	8.5	3	16	1	low	low1	3	30	1	2	31	32	33	34
6886	23405	faiths	13	13	13	12	12	0.254901961	1.146128036	0.154983309	1.146128036	Noun	13	1	2.437962178	1	34.4	6	0	1	low	low1	3	30	1	2	31	32	33	34
6907	23476	family	18067	18067	5340	17344	5255	354.254902	4.256910082	63.66237482	3.727622578	Noun	18035	1	5.548744224	3	58.4	6	0	1	high	high3	2	20	1	2	21	22	23	24
6912	23489	fanatics	48	48	46	46	44	0.941176471	1.69019608	0.54840248	1.672097858	Noun	48	1	2.982030222	3	83.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
6919	23506	fangs	91	91	63	80	58	1.784313725	1.963787827	0.751072961	1.806179974	Noun	91	1	3.255621969	1	40.75	5	4	1	low	low1	3	30	1	2	31	32	33	34
6922	23520	fantasies	255	255	210	250	208	5	2.408239965	2.503576538	2.324282455	Noun	253	1	3.700074107	3	98.5	9	0	1	high	high3	2	20	1	2	21	22	23	24
6954	23627	fastener	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	96.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
6965	23654	fates	59	59	52	38	34	1.156862745	1.77815125	0.619933238	1.72427587	Noun	60	1	3.069985393	1	91.75	5	13	1	low	low1	3	30	1	2	31	32	33	34
6973	23679	fats	48	48	28	30	13	0.941176471	1.69019608	0.333810205	1.462397998	Noun	48	1	2.982030222	1	29.67	4	14	1	low	low1	3	30	1	2	31	32	33	34
6979	23715	fave	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	1	17	4	15	1	low	low1	3	30	1	2	31	32	33	34
6982	23725	favorites	200	200	182	199	181	3.921568627	2.303196057	2.169766333	2.26245109	Noun	199	1	3.5950302	3	101.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
6990	23790	feats	24	24	20	24	20	0.470588235	1.397940009	0.238435861	1.322219295	Noun	24	1	2.689774151	1	67.25	5	7	1	low	low1	3	30	1	2	31	32	33	34
6994	23812	federals	6	6	5	3	3	0.117647059	0.84509804	0.059608965	0.77815125	Noun	6	1	2.136932182	3	59.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
6996	23816	fedora	13	13	11	13	11	0.254901961	1.146128036	0.131139723	1.079181246	Noun	13	1	2.437962178	3	23.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
7012	23861	feist	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	23.75	5	2	1	low	low1	3	30	1	2	31	32	33	34
7026	23893	felonies	33	33	29	33	29	0.647058824	1.531478917	0.345731998	1.477121255	Noun	33	1	2.823313059	3	116.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
7027	23903	felts	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	51.5	5	6	1	low	low1	3	30	1	2	31	32	33	34
7031	23913	feminists	31	31	26	27	22	0.607843137	1.505149978	0.309966619	1.431363764	Noun	31	1	2.79698412	3	43.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
7046	23975	ferryboats	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	37	10	0	1	low	low3	4	40	1	2	41	42	43	44
7055	23999	fest	69	69	47	49	35	1.352941176	1.84509804	0.560324273	1.681241237	Noun	69	1	3.136932182	1	21.67	4	15	1	low	low1	3	30	1	2	31	32	33	34
7079	24053	feuds	8	8	8	8	8	0.156862745	0.954242509	0.095374344	0.954242509	Noun	8	1	2.246076652	1	25.5	5	1	1	low	low1	3	30	1	2	31	32	33	34
7084	24072	fiance	201	201	115	197	113	3.941176471	2.305351369	1.371006199	2.064457989	Noun	616	1	3.597185512	3	37.6	6	0	1	low	low3	4	40	1	2	41	42	43	44
7103	24124	fiddlers	4	4	4	3	3	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	90.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
7115	24178	fig	62	62	45	36	29	1.215686275	1.799340549	0.536480687	1.662757832	Noun	62	1	3.091174692	1	7	3	15	1	low	low1	3	30	1	2	31	32	33	34
7126	24204	figurine	14	14	9	14	9	0.274509804	1.176091259	0.107296137	1	Noun	14	1	2.467925401	3	167.14	8	1	1	low	low3	4	40	1	2	41	42	43	44
7128	24209	filament	17	17	8	16	8	0.333333333	1.255272505	0.095374344	0.954242509	Noun	17	1	2.547106647	3	53	8	0	1	low	low3	4	40	1	2	41	42	43	44
7153	24281	filtration	23	23	17	23	17	0.450980392	1.380211242	0.202670482	1.255272505	Noun	23	1	2.672045384	3	137.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
7156	24292	finalist	24	24	17	23	16	0.470588235	1.397940009	0.202670482	1.255272505	Noun	24	1	2.689774151	3	87.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
7160	24302	finances	79	79	73	76	70	1.549019608	1.903089987	0.870290892	1.86923172	Noun	79	1	3.194924129	3	104.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
7168	24334	fingernail	68	68	50	66	48	1.333333333	1.838849091	0.596089652	1.707570176	Noun	68	1	3.130683233	3	23.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
7169	24342	fingertips	84	84	73	80	71	1.647058824	1.929418926	0.870290892	1.86923172	Noun	84	1	3.221253068	3	68.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
7174	24367	fins	60	60	42	53	39	1.176470588	1.785329835	0.500715308	1.633468456	Noun	60	1	3.077163977	1	34.67	4	13	1	low	low1	3	30	1	2	31	32	33	34
7184	24399	fireflies	52	52	28	43	24	1.019607843	1.72427587	0.333810205	1.462397998	Noun	52	1	3.016110012	3	95.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
7192	24416	fireside	20	20	16	20	16	0.392156863	1.322219295	0.190748689	1.230448921	Noun	19	1	2.614053437	3	51.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
7200	24427	firewood	77	77	65	72	62	1.509803922	1.892094603	0.774916547	1.819543936	Noun	77	1	3.183928745	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
7209	24454	firsts	23	23	15	21	14	0.450980392	1.380211242	0.178826896	1.204119983	Noun	23	1	2.672045384	1	56	6	0	1	low	low1	3	30	1	2	31	32	33	34
7220	24472	fishery	11	11	7	10	6	0.215686275	1.079181246	0.083452551	0.903089987	Noun	11	1	2.371015388	3	95	7	1	1	low	low3	4	40	1	2	41	42	43	44
7226	24482	fishmonger	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	35.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
7248	24542	fixation	35	35	30	34	29	0.68627451	1.556302501	0.357653791	1.491361694	Noun	35	1	2.848136643	3	83.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
7276	24621	flamingos	22	22	16	15	11	0.431372549	1.361727836	0.190748689	1.230448921	Noun	22	1	2.653561978	3	34.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
7295	24676	flask	57	57	40	57	40	1.117647059	1.763427994	0.476871722	1.612783857	Noun	57	1	3.055262136	1	37.5	5	2	1	low	low1	3	30	1	2	31	32	33	34
7309	24711	flattery	70	70	65	53	49	1.37254902	1.851258349	0.774916547	1.819543936	Noun	70	1	3.143092491	3	85.14	8	1	1	low	low3	4	40	1	2	41	42	43	44
7317	24734	flavorings	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	30.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
7323	24760	fleck	7	7	4	3	3	0.137254902	0.903089987	0.047687172	0.698970004	Noun	7	1	2.194924129	1	31.5	5	2	1	low	low1	3	30	1	2	31	32	33	34
7329	24783	fleets	18	18	13	17	12	0.352941176	1.278753601	0.154983309	1.146128036	Noun	19	1	2.570587743	1	58.4	6	0	1	low	low1	3	30	1	2	31	32	33	34
7341	24833	flights	234	234	180	224	174	4.588235294	2.371067862	2.145922747	2.257678575	Noun	235	1	3.662902004	1	55.67	7	2	1	high	high1	1	10	1	2	11	12	13	14
7350	24869	flirtation	36	36	28	28	26	0.705882353	1.568201724	0.333810205	1.462397998	Noun	36	1	2.860035866	3	130.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
7356	24894	floats	101	101	92	98	90	1.980392157	2.008600172	1.096804959	1.968482949	Noun	101	1	3.300434314	1	59.2	6	0	1	low	low1	3	30	1	2	31	32	33	34
7364	24917	floodwater	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	55.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
7368	24925	floors	407	407	300	398	295	7.980392157	2.610660163	3.576537911	2.478566496	Noun	407	1	3.902494305	1	62.6	6	2	1	high	high1	1	10	1	2	11	12	13	14
7382	24968	flotation	20	20	17	20	17	0.392156863	1.322219295	0.202670482	1.255272505	Noun	20	1	2.614053437	3	110.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
7397	25039	flume	8	8	3	6	3	0.156862745	0.954242509	0.035765379	0.602059991	Noun	7	1	2.246076652	1	27.75	5	4	1	low	low1	3	30	1	2	31	32	33	34
7451	25201	follicle	12	12	12	12	12	0.235294118	1.113943352	0.143061516	1.113943352	Noun	12	1	2.405777494	3	58.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
7454	25208	follower	34	34	30	33	30	0.666666667	1.544068044	0.357653791	1.491361694	Noun	33	1	2.835902186	3	65.71	8	1	1	low	low3	4	40	1	2	41	42	43	44
7456	25212	followings	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	27.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
7464	25232	font	48	48	34	46	33	0.941176471	1.69019608	0.405340963	1.544068044	Noun	48	1	2.982030222	1	25.33	4	4	1	low	low1	3	30	1	2	31	32	33	34
7472	25257	fools	681	681	509	601	467	13.35294118	2.833784375	6.068192656	2.707570176	Noun	681	1	4.125618517	1	44.75	5	7	1	high	high1	1	10	1	2	11	12	13	14
7536	25416	forerunner	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	51	10	0	1	low	low3	4	40	1	2	41	42	43	44
7546	25441	forester	3	3	3	1	1	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	111	8	0	1	low	low3	4	40	1	2	41	42	43	44
7548	25444	forestry	11	11	10	4	4	0.215686275	1.079181246	0.11921793	1.041392685	Noun	11	1	2.371015388	3	66	8	0	1	low	low3	4	40	1	2	41	42	43	44
7568	25507	fork	450	450	316	390	285	8.823529412	2.654176542	3.7672866	2.501059262	Noun	449	1	3.946010684	1	24.67	4	8	1	high	high1	1	10	1	2	11	12	13	14
7588	25607	fortitude	33	33	31	32	30	0.647058824	1.531478917	0.369575584	1.505149978	Noun	33	1	2.823313059	3	58	9	0	1	low	low3	4	40	1	2	41	42	43	44
7591	25613	fortresses	11	11	9	7	6	0.215686275	1.079181246	0.107296137	1	Noun	11	1	2.371015388	3	75.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
7592	25614	forts	20	20	17	17	16	0.392156863	1.322219295	0.202670482	1.255272505	Noun	20	1	2.614053437	1	60.25	5	8	1	low	low1	3	30	1	2	31	32	33	34
7596	25630	forwarder	2	2	1	2	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	3	52.5	9	1	1	low	low3	4	40	1	2	41	42	43	44
7634	25751	fragrances	4	4	4	1	1	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	69.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
7643	25775	franchisee	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	29.11	10	1	1	low	low3	4	40	1	2	41	42	43	44
7646	25784	francs	261	261	79	256	77	5.117647059	2.418301291	0.94182165	1.903089987	Noun	261	1	3.710135433	1	49.4	6	1	1	high	high1	1	10	1	2	11	12	13	14
7683	25962	freshener	20	20	18	20	18	0.392156863	1.322219295	0.214592275	1.278753601	Noun	20	1	2.614053437	3	61	9	1	1	low	low3	4	40	1	2	41	42	43	44
7693	25996	fridge	502	502	392	499	390	9.843137255	2.701567985	4.673342871	2.59439255	Noun	502	1	3.993402127	1	41.8	6	2	1	high	high1	1	10	1	2	11	12	13	14
7721	26092	frogs	172	172	95	147	88	3.37254902	2.238046103	1.132570339	1.982271233	Noun	172	1	3.529880245	1	31	5	0	1	low	low1	3	30	1	2	31	32	33	34
7728	26114	fronts	47	47	47	45	45	0.921568627	1.681241237	0.560324273	1.681241237	Noun	47	1	2.97307538	1	64.8	6	2	1	low	low1	3	30	1	2	31	32	33	34
7733	26127	frosts	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	1	62.2	6	2	1	low	low1	3	30	1	2	31	32	33	34
7766	26262	fumes	146	146	110	134	107	2.862745098	2.167317335	1.311397234	2.045322979	Noun	145	1	3.459151477	1	73.75	5	2	1	low	low1	3	30	1	2	31	32	33	34
7787	26339	funs	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	25.33	4	14	1	low	low1	3	30	1	2	31	32	33	34
7797	26361	furnaces	19	19	16	18	16	0.37254902	1.301029996	0.190748689	1.230448921	Noun	19	1	2.592864138	3	92.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
7839	26500	gait	16	16	13	16	13	0.31372549	1.230448921	0.154983309	1.146128036	Noun	16	1	2.522283064	1	25	4	4	1	low	low1	3	30	1	2	31	32	33	34
7845	26514	galaxies	49	49	36	46	36	0.960784314	1.698970004	0.429184549	1.568201724	Noun	48	1	2.990804146	3	96.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
7899	26667	garages	23	23	22	21	20	0.450980392	1.380211242	0.262279447	1.361727836	Noun	23	1	2.672045384	3	139.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
7941	26809	gatherer	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	93	8	1	1	low	low3	4	40	1	2	41	42	43	44
7943	26812	gatherings	29	29	28	29	28	0.568627451	1.477121255	0.333810205	1.462397998	Noun	29	1	2.768955397	3	37.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
7973	26903	geese	81	81	56	68	48	1.588235294	1.913813852	0.66762041	1.755874856	Noun	80	1	3.205647995	1	30.75	5	0	1	low	low1	3	30	1	2	31	32	33	34
7979	26918	gelatine	5	5	3	2	2	0.098039216	0.77815125	0.035765379	0.602059991	Noun	5	1	2.069985393	3	191.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
7995	26953	generale	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	65.86	8	2	1	low	low3	4	40	1	2	41	42	43	44
8000	26980	generics	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	68	8	1	1	low	low3	4	40	1	2	41	42	43	44
8002	26984	genes	147	147	118	141	114	2.882352941	2.170261715	1.406771578	2.075546961	Noun	147	1	3.462095858	1	79.5	5	2	1	low	low1	3	30	1	2	31	32	33	34
8012	27012	genotypes	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	58.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
8072	27190	ghosts	718	718	302	611	287	14.07843137	2.85672889	3.600381497	2.481442629	Noun	718	1	4.148563033	1	47.6	6	0	1	high	high1	1	10	1	2	11	12	13	14
8074	27198	ghouls	47	47	34	43	32	0.921568627	1.681241237	0.405340963	1.544068044	Noun	47	1	2.97307538	1	34.8	6	0	1	low	low1	3	30	1	2	31	32	33	34
8085	27232	gifts	732	732	499	698	490	14.35294118	2.865103975	5.948974726	2.698970004	Noun	728	1	4.156938117	1	39.25	5	2	1	high	high1	1	10	1	2	11	12	13	14
8086	27236	gigabyte	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	27.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
8094	27270	gills	61	61	46	54	43	1.196078431	1.792391689	0.54840248	1.672097858	Noun	61	1	3.084225832	1	47.5	5	10	1	low	low1	3	30	1	2	31	32	33	34
8134	27363	giveaway	40	40	40	40	40	0.784313725	1.612783857	0.476871722	1.612783857	Noun	40	1	2.904617999	3	24.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
8164	27462	glee	58	58	49	50	42	1.137254902	1.770852012	0.584167859	1.698970004	Noun	58	1	3.062686154	1	9.33	4	3	1	low	low1	3	30	1	2	31	32	33	34
8168	27473	glens	8	8	5	5	3	0.156862745	0.954242509	0.059608965	0.77815125	Noun	9	1	2.246076652	1	31.5	5	0	1	low	low1	3	30	1	2	31	32	33	34
8176	27495	glint	16	16	15	13	13	0.31372549	1.230448921	0.178826896	1.204119983	Noun	16	1	2.522283064	1	42.25	5	1	1	low	low1	3	30	1	2	31	32	33	34
8184	27528	globe	266	266	208	200	166	5.215686275	2.426511261	2.479732952	2.320146286	Noun	267	1	3.718345404	1	22.75	5	1	1	high	high1	1	10	1	2	11	12	13	14
8195	27567	glossary	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	41.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
8223	27649	gnome	32	32	24	29	23	0.62745098	1.51851394	0.286123033	1.397940009	Noun	32	1	2.810348082	1	10.25	5	0	1	low	low1	3	30	1	2	31	32	33	34
8229	27664	goalkeeper	16	16	7	16	7	0.31372549	1.230448921	0.083452551	0.903089987	Noun	16	1	2.522283064	3	17.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
8247	27718	goddesses	28	28	21	24	17	0.549019608	1.462397998	0.250357654	1.342422681	Noun	28	1	2.75423214	3	79.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
8271	27787	golds	7	7	5	6	4	0.137254902	0.903089987	0.059608965	0.77815125	Noun	8	1	2.194924129	1	32.25	5	5	1	low	low1	3	30	1	2	31	32	33	34
8286	27817	gondolas	5	5	4	4	3	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	35.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
8291	27826	gongs	8	8	6	7	5	0.156862745	0.954242509	0.071530758	0.84509804	Noun	8	1	2.246076652	1	28.5	5	4	1	low	low1	3	30	1	2	31	32	33	34
8301	27853	goods	628	628	433	609	422	12.31372549	2.798650645	5.162136385	2.63748973	Noun	631	1	4.090484788	1	38	5	5	1	high	high1	1	10	1	2	11	12	13	14
8311	27889	gooseberry	14	14	10	11	9	0.274509804	1.176091259	0.11921793	1.041392685	Noun	14	1	2.467925401	3	21.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
8314	27907	gorge	67	67	43	45	39	1.31372549	1.832508913	0.512637101	1.643452676	Noun	67	1	3.124343055	1	33.25	5	3	1	low	low1	3	30	1	2	31	32	33	34
8326	27940	gossipers	3	3	2	3	2	0.058823529	0.602059991	0.023843586	0.477121255	Noun	3	1	1.893894133	3	50.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
8332	27967	gourds	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	1	37.6	6	0	1	low	low1	3	30	1	2	31	32	33	34
